pq_scan,pq_bar,pq_udise,pq_grade,pq_nasid,pq_section,pq_age,pq_min,pq_miny,pq_gender,pq_bpl,pq_cwsn,pq_q01,pq_q02,pq_q03,pq_q04,pq_q05,pq_q06,pq_q07,pq_q08,pq_q09,pq_q10,pq_q11,pq_q12,pq_q13,pq_q14,pq_q15,pq_q16,pq_q17,pq_q18,pq_q19,pq_q20,pq_q21,pq_q22,pq_q23,pq_q24a,pq_q24b,pq_q24c,pq_q24d,pq_q24e,pq_q24f,pq_q24g,pq_q24h,pq_q24i,pq_q25a,pq_q25b,pq_q25c,pq_q25d,pq_q25e,pq_q25f,pq_q25g,pq_q25h,pq_q25i,pq_q25j,pq_q26a,pq_q26b,pq_q26c,pq_q26d,pq_q26e,pq_q26f,pq_q26g,pq_q27a,pq_q27b,pq_q27c,pq_q27d,pq_q27e,pq_q27f,pq_q27g,pq_q28a,pq_q28b,pq_q28c,pq_q28d,pq_q28e,pq_q28f,pq_q28g,pq_q28h,pq_q29a,pq_q29b,pq_q29c,pq_q29d,pq_q29e,pq_q29f,pq_q29g,pq_q30,pq_q31,pq_q32,pq_q33,pq_q34,pq_q35,pq_q36,pq_q37,pq_q38,pq_q39,pq_q40
41002957,512243256,7040121803,5,16,A,10,1,1,1,2,2,5,4,8,6,2,1,4,1,6,2,1,1,1,1,1,3,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X
41002958,512243257,7040121803,5,17,A,10,2,X,1,2,2,5,2,3,9,X,4,1,3,6,X,1,X,4,3,X,X,X,3,X,1,2,3,X,2,1,X,1,2,X,2,1,X,2,X,X,X,2,1,X,X,X,X,1,X,2,1,2,X,2,X,2,1,X,1,2,X,2,1,2,X,2,1,X,1,2,1,1,X,2,X,2,2,X,X,X,X,1,4,X,X,1,X
41002959,512243258,7040121803,5,18,A,10,2,X,1,2,2,5,2,3,4,4,6,1,3,6,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,X,X,X,X,X,X,X,1,1,1,1,1,1,1,2,1,X,X
41002960,512243259,7040121803,5,19,A,11,2,X,1,2,2,2,1,3,7,3,1,2,3,2,2,4,1,1,1,1,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,X,1,2,2,1,1,1,1,X,1,X,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41002961,512243260,7040121803,5,20,A,9,2,X,1,2,2,8,5,4,X,2,1,1,3,2,3,1,1,1,1,1,3,2,1,1,1,1,X,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41002962,512243261,7040121803,5,21,A,10,2,X,1,2,2,2,2,8,4,3,1,3,Z,Z,3,2,2,1,1,1,3,2,1,2,1,Z,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,X,1,2,2,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41002963,512243262,7040121803,5,22,A,10,2,X,1,2,2,4,3,3,7,3,5,4,3,3,X,4,X,X,2,X,3,3,1,2,2,2,X,2,X,X,1,X,X,1,X,1,X,1,X,X,X,X,1,X,1,X,X,1,1,X,X,1,1,X,1,1,X,X,X,X,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,1,2,X,X,1,3,1,2,1,X,3
41002964,512243263,7040121803,5,23,A,10,1,1,1,2,2,6,5,Z,X,3,1,1,1,3,1,1,1,2,2,2,X,2,Z,X,2,1,3,1,1,1,1,1,1,1,1,1,1,1,X,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,1,1,1,1,1,1,1,1,1,X,1,1,1,2,1,1,2,2,3,3,1,2,2,4
41002965,512243264,7040121803,5,24,A,12,1,X,1,2,2,9,9,9,9,3,1,1,1,6,3,2,1,1,1,1,1,3,1,1,1,3,2,2,2,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,Z,1,2,1,1,1,1,1,1,1,1,1,1,1,Z,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,4,1,1,2,1,1,4
41002966,512243265,7040121803,5,25,A,10,2,X,1,2,2,Z,Z,Z,Z,4,Z,Z,4,2,3,X,Z,X,Z,1,Z,2,X,1,X,X,X,X,1,1,1,X,1,X,1,X,X,1,1,1,X,1,X,1,1,1,1,X,1,X,1,X,1,1,X,1,1,X,1,1,1,X,1,X,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41002967,512243266,7040121803,5,26,A,10,2,X,1,2,2,1,4,3,4,4,4,4,4,X,X,4,4,X,2,2,2,2,2,2,2,2,2,X,1,1,1,1,1,1,1,1,X,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1
41002968,512243267,7040121803,5,27,A,10,1,1,1,2,2,6,7,2,3,2,2,2,3,6,2,1,3,2,3,2,3,2,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,X,X,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,X,2,2,2,1,1,1,1,1,1,1,1,1,X,1,1,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41002969,512243268,7040121803,5,28,A,10,1,2,1,2,2,7,6,6,Z,X,2,X,Z,X,Z,4,Z,X,3,2,3,2,2,X,X,X,X,X,1,X,1,X,X,X,X,X,X,X,1,X,Z,X,Z,X,Z,X,Z,1,2,X,Z,X,2,2,Z,X,1,X,Z,X,Z,Z,X,Z,X,Z,X,Z,X,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X
41002970,512243269,7040121803,5,29,A,10,2,X,1,2,2,Z,X,X,9,Z,X,X,X,Z,X,X,X,Z,Z,X,X,X,Z,X,X,X,Z,X,Z,X,X,2,1,X,X,2,1,1,2,X,X,1,2,X,2,X,1,X,Z,X,X,X,Z,X,Z,X,X,X,Z,X,X,X,Z,X,X,X,Z,X,X,Z,X,Z,X,Z,X,Z,Z,3,X,Z,4,X,Z,X,1,2,Z
41002971,512243270,7040121803,5,30,A,11,2,X,1,2,2,6,6,3,5,3,3,2,4,2,2,1,1,1,1,2,1,X,2,X,3,2,2,X,1,2,2,2,2,2,2,2,2,1,1,1,1,X,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Z,1,2,1,3
41003037,112459889,7040322503,10,4,A,15,2,X,1,2,2,7,0,9,8,1,4,3,1,4,2,3,1,4,2,1,3,1,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,3,1,1,2,1,2,1,1,1,1
41003038,112459890,7040322503,10,5,A,14,2,X,1,2,2,0,0,5,5,1,6,3,1,2,2,3,1,4,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,Z,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,X,X,X,X,X,X,X,1,1,1,1,4,1,1,1,1,1,3
41003039,112459891,7040322503,10,6,A,15,2,X,1,2,2,9,9,9,6,2,4,3,1,4,2,2,1,3,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1
41003040,112459892,7040322503,10,7,A,14,2,X,2,2,2,7,9,9,4,2,5,3,1,2,2,3,1,4,1,1,3,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
41003041,112459893,7040322503,10,8,A,15,2,X,1,2,2,8,8,8,3,2,3,3,1,6,2,2,1,3,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
41003042,112459894,7040322503,10,9,A,15,2,X,1,2,2,9,9,8,6,2,4,3,1,4,2,4,1,4,1,1,3,3,1,2,1,1,1,1,X,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,Z,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,4
41003043,112459895,7040322503,10,10,A,15,1,3,2,2,2,9,9,9,4,2,Z,3,2,4,3,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
41003044,112459896,7040322503,10,11,A,15,2,X,2,2,2,9,0,9,5,2,6,3,3,5,2,4,1,1,1,1,2,2,1,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2
41003045,112459897,7040322503,10,12,A,15,2,X,2,2,2,0,0,5,6,1,5,3,1,2,2,1,1,1,1,1,2,3,1,3,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2,2
41003046,112459898,7040322503,10,13,A,15,2,X,2,2,2,0,0,8,4,2,6,3,1,4,2,3,1,1,1,1,3,1,1,2,2,2,1,2,X,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4
41003047,112459899,7040322503,10,14,A,14,2,X,2,2,2,0,0,8,4,1,5,3,3,6,2,2,1,1,1,1,3,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,X,X,X,X,X,X,2,2,1,1,1,1,1,2,1,1,2
41003048,112459900,7040322503,10,15,A,14,2,X,1,2,2,9,0,6,6,2,6,3,1,2,2,4,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
41003049,112459901,7040322503,10,16,F,15,2,X,2,2,2,9,0,6,4,2,6,3,1,4,2,4,1,4,1,1,2,2,2,2,1,1,3,2,X,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,3,1,3,1,4,2,1,1,1,3
41003050,112459902,7040322503,10,17,F,15,2,X,1,2,2,9,9,4,4,1,4,3,1,6,2,2,2,4,1,1,3,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,3,2,1,1,1,1,1,2
41003051,112459903,7040322503,10,18,F,15,2,X,1,2,2,9,0,8,6,2,5,3,1,2,2,2,1,4,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2
41003052,112459904,7040322503,10,19,F,15,2,X,1,2,2,9,9,4,4,2,6,3,2,2,3,1,1,1,2,1,3,1,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,2,4
41003053,112459905,7040322503,10,20,F,15,2,X,1,2,2,0,0,6,4,2,4,3,1,5,2,4,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,Z,1,1,1,1,1,1,3,1,1,4,1,2,1,1,1,1
41003054,112459906,7040322503,10,21,F,14,1,X,2,2,2,9,9,5,7,2,1,3,1,6,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2
41003055,112459907,7040322503,10,22,F,13,2,X,2,2,2,0,0,5,5,2,5,3,1,6,3,3,1,4,2,2,1,3,2,3,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,3,4,2,1,1,1,3
41003056,112459908,7040322503,10,23,F,14,1,1,2,2,2,8,8,5,5,2,3,3,1,4,3,3,1,2,1,1,3,3,2,3,2,2,2,3,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,Z,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,2,3,2,1,1,3
41003057,112459909,7040322503,10,24,F,15,2,X,1,2,2,7,7,6,9,2,3,3,3,4,2,4,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,Z,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,1,2,1,2
41003058,112459910,7040322503,10,25,F,15,2,X,2,2,2,9,9,9,4,3,5,4,1,5,2,2,1,4,1,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,2
41003059,112459911,7040322503,10,26,F,15,2,X,2,2,2,9,9,9,4,2,5,3,1,2,2,3,1,1,1,1,2,1,1,2,2,1,2,2,X,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,3,1,2,1,1,1,2
41003060,112459912,7040322503,10,27,F,15,2,X,1,2,2,0,7,9,4,2,3,3,2,5,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,3,2,1,2,2
41003061,112459913,7040322503,10,28,F,15,2,X,1,2,2,4,3,8,4,2,5,4,1,6,2,4,1,2,2,1,2,2,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1
41003062,112459914,7040322503,10,29,F,14,2,X,2,2,2,0,0,6,6,1,6,3,1,6,3,1,1,4,2,1,2,2,1,2,1,3,3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,3,1,1,1,1,1,3
41003063,112459915,7040322503,10,30,F,15,2,X,1,2,2,9,8,9,4,3,6,3,1,2,2,1,1,3,1,1,3,3,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1,3,1,1,4,1,4,1,1,1,2
41003064,812431821,7040322503,8,1,D,13,2,X,1,2,2,9,0,5,5,2,5,3,3,4,3,3,1,1,2,1,2,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,1,X,X,X,X,X,X,X,X,X,X,X
41003065,812431822,7040322503,8,2,D,13,2,X,2,2,2,9,9,9,4,2,6,3,1,4,2,2,1,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41003066,812431823,7040322503,8,3,D,14,2,X,1,2,2,2,7,4,1,4,3,2,3,2,2,3,4,2,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003067,812431824,7040322503,8,4,D,13,2,X,1,2,2,0,0,6,9,4,3,4,3,2,2,3,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,Z,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003068,812431825,7040322503,8,5,D,12,2,X,2,2,2,0,0,3,3,1,4,3,1,2,2,4,2,2,1,1,3,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003069,812431826,7040322503,8,6,D,13,2,X,2,2,2,9,0,4,5,2,6,3,3,2,2,3,1,1,1,1,2,2,1,2,3,2,1,2,Z,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2
41003070,812431827,7040322503,8,7,D,13,2,X,1,2,2,0,0,8,5,1,4,4,1,4,2,2,1,4,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003071,812431828,7040322503,8,8,D,12,2,X,1,2,2,4,6,9,7,2,4,3,2,4,2,2,4,1,1,1,2,2,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003072,812431829,7040322503,8,9,D,13,2,X,2,2,2,9,0,4,4,2,4,3,1,1,2,3,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003073,812431830,7040322503,8,10,F,12,1,3,2,2,2,9,9,8,4,3,5,3,1,4,2,4,1,2,1,2,3,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003074,812431831,7040322503,8,11,D,13,2,3,2,2,2,9,9,4,4,2,6,3,3,6,2,2,1,1,1,1,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,Z,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41003075,812431832,7040322503,8,12,D,13,2,X,1,2,2,0,0,5,5,1,4,3,1,2,2,2,2,1,1,1,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,X,1,1,1,2,1,1,1,1,1,4
41003076,812431833,7040322503,8,13,D,13,2,X,2,2,2,0,0,9,4,2,6,3,1,2,2,1,2,2,1,1,2,3,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003077,812431834,7040322503,8,14,F,12,2,X,1,2,2,8,0,9,5,1,6,3,3,4,2,2,1,2,1,1,3,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003078,812431835,7040322503,8,15,F,13,1,3,1,2,2,0,0,9,5,3,3,3,2,4,2,4,1,2,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003079,812431836,7040322503,8,16,F,13,2,X,2,2,2,9,0,8,5,2,3,3,2,4,2,3,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003080,812431837,7040322503,8,17,F,13,2,X,1,2,2,0,9,4,4,Z,4,3,1,4,1,3,1,4,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1
41003081,812431838,7040322503,8,18,F,12,2,X,1,2,2,9,0,8,6,2,1,3,1,4,2,3,4,3,1,1,3,2,1,2,2,2,1,2,2,1,1,1,1,1,X,X,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003082,812431839,7040322503,8,19,F,12,2,X,1,2,2,0,0,8,4,1,6,3,1,2,2,3,1,1,1,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003083,812431840,7040322503,8,20,X,13,2,X,1,2,2,9,9,9,5,2,6,3,1,2,2,2,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003084,812431841,7040322503,8,21,F,13,2,X,2,2,2,6,5,8,3,2,3,4,4,4,2,2,1,4,1,1,2,1,1,3,3,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,Z,Z,2,1,2,1,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003085,812431842,7040322503,8,22,X,12,2,X,2,2,2,9,9,Z,4,2,4,4,2,2,2,1,1,1,1,1,2,1,1,2,3,2,2,1,1,1,1,1,1,Z,Z,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003086,812431843,7040322503,8,23,F,13,2,X,1,2,2,7,9,9,4,2,5,3,2,4,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003087,812431844,7040322503,8,24,F,13,2,X,1,2,2,9,9,9,6,2,4,3,2,4,2,1,1,3,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003088,812431845,7040322503,8,25,F,13,2,X,2,1,2,4,4,9,7,2,1,4,3,6,2,1,2,1,1,1,3,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Z,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41003089,812431846,7040322503,8,26,F,12,2,X,2,2,2,9,9,8,4,2,4,4,3,2,2,4,1,2,1,1,3,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
