pq_scan,pq_bar,pq_udise,pq_grade,pq_nasid,pq_section,pq_age,pq_min,pq_miny,pq_gender,pq_bpl,pq_cwsn,pq_q01,pq_q02,pq_q03,pq_q04,pq_q05,pq_q06,pq_q07,pq_q08,pq_q09,pq_q10,pq_q11,pq_q12,pq_q13,pq_q14,pq_q15,pq_q16,pq_q17,pq_q18,pq_q19,pq_q20,pq_q21,pq_q22,pq_q23,pq_q24a,pq_q24b,pq_q24c,pq_q24d,pq_q24e,pq_q24f,pq_q24g,pq_q24h,pq_q24i,pq_q25a,pq_q25b,pq_q25c,pq_q25d,pq_q25e,pq_q25f,pq_q25g,pq_q25h,pq_q25i,pq_q25j,pq_q26a,pq_q26b,pq_q26c,pq_q26d,pq_q26e,pq_q26f,pq_q26g,pq_q27a,pq_q27b,pq_q27c,pq_q27d,pq_q27e,pq_q27f,pq_q27g,pq_q28a,pq_q28b,pq_q28c,pq_q28d,pq_q28e,pq_q28f,pq_q28g,pq_q28h,pq_q29a,pq_q29b,pq_q29c,pq_q29d,pq_q29e,pq_q29f,pq_q29g,pq_q30,pq_q31,pq_q32,pq_q33,pq_q34,pq_q35,pq_q36,pq_q37,pq_q38,pq_q39,pq_q40
41006323,112459800,7040322009,10,8,A,15,2,X,1,2,2,0,9,4,4,2,6,3,1,4,2,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4
41006324,112459799,7040322009,10,7,B,13,2,X,1,2,2,Z,Z,Z,Z,2,6,Z,Z,4,2,4,Z,4,2,Z,Z,2,3,2,1,2,3,2,Z,1,Z,1,Z,1,Z,1,Z,Z,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,3,1,4,3,2,2,1,4
41006325,112459798,7040322009,10,6,B,15,2,X,1,2,2,0,Z,5,6,2,3,3,1,4,2,2,1,1,1,1,3,2,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,4
41006326,112459797,7040322009,10,5,B,15,2,X,2,1,2,4,5,9,4,4,1,4,2,5,2,2,1,1,1,1,1,3,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,3,1,1,4,1,2,2,1,1,2
41006327,112459796,7040322009,10,4,B,15,2,X,2,1,2,9,7,9,6,2,3,3,3,6,2,2,3,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,X,1,2,1,2,1,2,1,X,X,2,X,1,1,1,1,4,1,1,1,1,1,1
41006328,112459795,7040322009,10,3,B,16,2,X,2,1,2,6,7,4,4,3,3,2,4,1,2,2,3,2,1,1,2,3,2,2,2,1,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,1,Z,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2
41006329,112459794,7040322009,10,2,B,15,2,X,1,1,2,4,0,9,7,3,5,4,1,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,X,X,X,X,X,X,X,1,1,1,3,2,1,3,2,2,1,4
41006372,312041011,7040523301,3,1,A,8,2,X,1,2,2,6,6,5,5,1,1,3,3,1,2,1,2,1,1,Z,X,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Z,1,1,1,1,1,1,1,1,1,X,1,1,1,Z,1,1,X,1,2,2,1,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006373,312041012,7040523301,3,2,A,9,1,1,1,2,2,4,7,6,7,3,1,3,3,1,2,1,3,2,1,1,3,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006374,312041013,7040523301,3,3,A,7,1,1,1,2,2,4,3,6,6,3,1,4,3,1,2,1,3,2,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006375,312041014,7040523301,3,4,A,7,2,X,1,2,2,4,X,Z,6,2,1,3,3,1,2,1,3,2,1,1,3,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Z,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006376,312041015,7040523301,3,5,A,5,2,X,1,2,2,4,3,6,6,3,1,4,3,1,2,1,3,2,1,1,X,1,Z,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006377,312041016,7040523301,3,6,A,8,1,1,1,2,2,4,3,6,6,3,1,4,3,1,2,1,3,2,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,X,X,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006378,312041017,7040523301,3,7,A,8,1,1,2,2,2,4,6,6,3,5,1,2,3,1,2,1,3,2,1,1,3,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006379,312041018,7040523301,3,8,A,9,1,1,1,2,2,1,4,X,6,1,Z,2,2,6,3,1,1,2,3,1,3,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006380,312041019,7040523301,3,9,A,8,2,X,1,2,2,4,3,6,6,2,1,3,3,1,2,1,3,2,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006381,312041020,7040523301,3,10,A,9,1,1,1,2,2,4,3,6,6,3,1,3,3,1,2,1,3,1,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Z,Z,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006382,312041021,7040523301,3,11,B,9,1,1,1,2,2,4,5,8,3,3,1,3,2,6,2,3,1,1,1,1,3,3,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006383,312041022,7040523301,3,12,B,9,1,1,1,2,2,4,4,7,2,5,1,4,2,6,2,4,1,1,1,1,3,3,1,3,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,X,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006384,312041023,7040523301,3,13,B,8,1,X,1,2,2,4,4,6,2,2,1,1,3,2,2,4,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006385,312041024,7040523301,3,14,B,8,1,1,2,X,X,4,4,8,7,2,3,2,3,6,3,1,2,1,1,1,2,3,1,1,1,1,X,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006386,312041025,7040523301,3,15,B,8,1,X,1,X,X,4,6,8,6,3,1,2,3,6,2,1,1,1,2,3,1,1,2,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006387,312041026,7040523301,3,16,B,7,2,X,1,2,2,4,7,8,6,3,1,2,3,1,1,1,4,1,2,3,3,3,2,2,1,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006388,312041027,7040523301,3,17,B,8,2,X,1,X,X,4,6,X,5,3,1,4,4,6,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,X,1,1,1,2,Z,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X
41006389,312041028,7040523301,3,18,B,8,1,1,1,2,2,4,4,X,X,2,1,X,X,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1,1,X,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006390,312041029,7040523301,3,19,B,7,1,1,2,2,2,6,6,5,6,3,5,4,X,5,2,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,X,1,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,1,2,X,1,2,1,1,1,X,1,2,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X
41006391,312041030,7040523301,3,20,B,8,1,1,2,2,2,6,Z,5,6,X,5,4,4,1,X,X,X,X,1,X,1,1,1,X,X,1,1,1,X,X,X,X,X,X,X,X,X,1,2,X,X,X,1,2,2,2,X,1,2,1,2,2,1,X,2,1,1,X,X,2,X,1,2,1,1,1,X,1,X,1,2,1,X,1,1,X,X,X,X,X,X,X,X,X,X,X,X
41006392,312041031,7040523301,3,21,B,8,2,X,1,2,2,6,6,5,6,X,5,4,4,1,X,X,X,X,1,3,1,1,1,X,1,X,X,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,X,X,X,X,1,2,1,2,2,1,1,2,1,1,1,X,X,X,1,2,1,X,1,X,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006393,512041371,7040523301,5,1,B,11,2,X,1,2,2,8,4,4,4,3,1,4,1,5,3,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,X,1,2,1,2,1,1,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006394,512041372,7040523301,5,2,B,10,2,X,1,2,2,1,Z,1,2,3,1,2,2,4,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006395,512041373,7040523301,5,3,A,10,1,1,2,2,2,7,4,9,4,2,1,4,1,5,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,X,Z,1,1,1,2,1,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006396,512041374,7040523301,5,4,B,10,1,1,2,2,2,4,0,1,4,3,1,4,3,2,1,1,1,3,2,1,1,3,1,1,1,1,1,1,1,1,Z,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006397,512041375,7040523301,5,5,B,10,2,X,1,2,2,1,2,1,2,3,1,2,2,4,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,Z,1,2,1,1,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006398,512041376,7040523301,5,6,B,10,2,X,2,2,2,9,9,9,5,4,1,2,3,2,3,1,1,4,1,1,2,1,1,1,X,X,X,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006399,512041377,7040523301,5,7,A,10,2,X,1,2,2,6,7,9,5,2,1,4,4,1,2,2,3,1,1,1,3,2,1,1,3,2,1,1,1,2,1,1,1,1,2,1,1,1,1,Z,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,Z,2,1,1,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006400,512041378,7040523301,5,8,B,11,2,X,2,2,2,6,7,9,5,1,1,4,4,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,Z,Z,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006401,512041379,7040523301,5,9,A,11,1,1,2,2,2,Z,4,1,Z,1,Z,Z,Z,Z,X,X,X,X,1,1,X,1,Z,1,Z,2,2,2,1,1,Z,2,1,2,1,X,X,1,2,X,Z,X,Z,X,Z,X,1,1,1,Z,1,1,X,X,1,1,X,1,2,X,X,1,Z,Z,2,Z,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006402,512041380,7040523301,5,10,B,10,2,X,1,2,2,0,0,9,5,4,3,2,3,4,2,2,2,3,1,3,1,2,2,2,2,1,1,3,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006403,512041381,7040523301,5,11,B,9,2,X,1,2,2,4,Z,X,5,1,1,4,4,1,2,X,X,1,1,2,3,1,1,2,3,1,2,3,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,X,1,1,1,1,1,1,1,2,1,1,1,X,X,X,X,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006404,512041382,7040523301,5,12,A,10,1,X,2,2,2,4,4,9,9,4,1,X,3,2,1,1,X,4,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,Z,2,1,2,1,1,1,1,1,Z,X,2,1,1,Z,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006405,512041383,7040523301,5,13,A,10,2,X,1,2,2,6,7,9,5,Z,1,2,3,2,3,1,1,4,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006406,512041384,7040523301,5,14,A,10,2,X,2,2,2,9,7,9,5,3,1,4,3,X,2,1,1,X,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,X,1,1,1,2,2,1,1,X,2,2,1,1,1,X,1,2,X,2,X,X,X,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006407,512041385,7040523301,5,15,B,9,1,1,2,2,2,9,7,9,5,3,1,4,3,5,2,1,1,1,1,1,3,Z,1,1,X,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,1,2,1,1,1,2,1,1,1,1,Z,Z,1,1,1,1,1,1,1,1,1,1,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006408,512041386,7040523301,5,16,B,10,2,X,2,2,2,4,7,9,6,2,1,3,3,2,3,1,3,2,1,1,2,1,1,1,2,X,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006409,512041387,7040523301,5,17,C,11,2,X,2,2,2,4,4,6,6,3,1,4,3,2,1,1,3,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006410,512041388,7040523301,5,18,B,11,2,X,1,2,2,4,4,3,1,2,1,4,3,5,3,Z,3,2,1,1,Z,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,1,X,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006411,512041389,7040523301,5,19,A,11,2,X,1,2,2,3,4,3,2,2,1,3,1,2,1,Z,2,2,1,1,2,Z,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006412,512041390,7040523301,5,20,B,11,2,X,2,2,2,4,4,7,5,3,1,3,2,1,1,1,2,1,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006413,512041391,7040523301,5,21,A,11,2,X,2,2,2,4,4,7,5,3,1,4,3,2,1,1,3,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006414,512041392,7040523301,5,22,A,12,2,1,1,2,2,4,4,6,6,3,1,4,3,2,1,1,3,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006415,512041393,7040523301,5,23,A,10,2,X,1,2,2,4,4,7,5,3,1,3,2,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,1,X,1,X,X,X,X,X,X,X,2,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006416,512041394,7040523301,5,24,A,9,1,X,1,2,2,4,8,1,1,3,Z,X,X,6,1,1,X,1,2,1,1,1,1,1,2,X,2,X,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006417,512041395,7040523301,5,25,B,11,2,X,1,2,2,4,4,6,6,1,1,1,3,5,3,1,2,1,1,1,3,1,1,1,2,Z,1,1,1,1,1,1,1,1,X,1,1,1,1,1,1,X,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006418,512041396,7040523301,5,26,A,10,2,X,1,2,2,4,7,9,6,Z,1,3,3,2,3,1,3,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006419,512041397,7040523301,5,27,A,9,2,X,1,2,2,9,9,9,5,2,1,4,X,1,2,X,X,X,2,2,1,1,1,2,3,2,2,3,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006420,512041398,7040523301,5,28,C,10,2,X,2,2,2,6,6,9,4,3,1,4,3,6,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006489,312243331,7040322008,3,1,C,8,2,X,2,2,2,0,0,9,5,2,6,3,1,2,2,1,1,4,1,1,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006490,312243332,7040322008,3,2,C,8,2,X,1,2,2,0,0,9,5,1,6,3,1,2,2,1,1,1,1,1,3,2,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006491,312243333,7040322008,3,3,C,8,2,2,1,2,2,0,0,9,5,3,3,3,2,2,2,1,1,3,1,1,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,X,1,2,2,1,2,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006492,312243334,7040322008,3,4,C,8,2,X,2,2,2,9,9,3,5,2,3,3,1,2,1,1,1,3,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006493,312243335,7040322008,3,5,C,8,2,X,1,2,2,0,0,5,5,5,3,3,1,2,2,2,1,4,1,1,3,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006494,312243336,7040322008,3,6,C,8,2,X,1,2,2,9,0,9,5,2,6,3,1,2,2,3,1,4,1,1,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006495,312243337,7040322008,3,7,A,8,2,X,2,2,2,9,0,9,4,3,6,3,1,2,3,2,4,3,1,1,3,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006496,312243338,7040322008,3,8,A,8,2,X,2,2,2,0,9,9,5,2,6,3,3,6,2,3,1,3,1,1,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006497,312243339,7040322008,3,9,A,8,2,X,2,2,2,0,9,5,4,3,5,3,1,6,2,2,1,3,1,1,3,2,1,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006498,312243340,7040322008,3,10,A,18,2,X,2,2,2,9,9,9,5,2,6,3,1,2,2,1,1,3,1,1,3,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006499,312243341,7040322008,3,11,A,8,2,X,1,2,2,9,0,9,4,2,5,3,1,6,2,2,1,3,1,1,3,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006500,312243342,7040322008,3,12,A,8,2,X,1,2,2,0,9,9,6,2,5,3,2,3,2,1,1,2,1,1,3,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
