sq_scan,tq_bar,tq_udise,tq_grade,tq_section,tq_gender,tq_emp,tq_exp,tq_pqua,tq_subj,tq_age,tq_q01,tq_q02,tq_q03,tq_q04,tq_q05,tq_q06,tq_q07,tq_q08,tq_q09,tq_q10,tq_q11,tq_q12,tq_q13,tq_q14,tq_q15,tq_q16,tq_q17,tq_q18,tq_q19,tq_q20,tq_q21,tq_q22,tq_q23,tq_q24,tq_q25,tq_q26,tq_q27,tq_q28,tq_q29,tq_q30,tq_q31,tq_q32,tq_q33,tq_q34,tq_q35,tq_q36,tq_q37,tq_q38,tq_q39,tq_q40,tq_q41,tq_q42,tq_q43,tq_q44,tq_q45,tq_q46,tq_q47,tq_q48,tq_q49,tq_q50,tq_q51,tq_q52,tq_q53,tq_q54,tq_q55,tq_q56,tq_q57,tq_q58,tq_q59,tq_q60,tq_q61,tq_q62,tq_q63,tq_q64,tq_q65,tq_q66,tq_q67,tq_q68,tq_q69,tq_q70a,tq_q70b,tq_q70c,tq_q70d,tq_q71a,tq_q71b,tq_q71c,tq_q71d,tq_q71e,tq_q71f
"41006827","822054297","07040921901","08","D","2","1","2","2","2","2","2","1","1","1","2","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","3","2","3","3","2","2","2","3","1","2","1","1","1","1","1","3","3","3","3","3","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","2","1","2","2","1","1","2","1","2","2","2","2"
"41006828","522023653","07040921901","05","C","2","1","3","2","5","2","2","1","1","1","2","2","1","1","1","1","2","1","2","X","1","1","1","1","1","1","2","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","2","2","3","3","2","3","3","3","3","3","1","1","2","1","1","2","2","1","2","1","2","2","2","2","Z","2","2","1"
"41006829","522023655","07040921901","05","Z","2","1","4","2","5","4","2","1","1","2","2","2","2","1","1","1","2","2","2","1","1","1","1","1","1","1","2","3","2","3","3","3","1","2","2","1","2","1","1","1","1","1","3","3","3","2","3","2","2","2","2","3","2","3","3","3","3","3","3","3","3","2","3","3","3","3","3","4","2","2","2","2","2","4","1","2","1","2","2","2","2","1","2","2","Z"
"41006830","522023654","07040921901","05","B","2","1","3","1","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","3","3","3","3","3","3","3","2","2","3","3","2","3","3","3","3","3","2","1","1","1","1","1","4","1","2","1","2","2","2","1","1","2","2","2"
"41006831","122068903","07040921901","10","B","2","1","2","2","2","2","2","1","1","1","2","2","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","3","2","2","3","3","1","1","3","1","3","1","2","2","1","2","3","3","2","3","3","2","2","2","2","3","2","2","3","3","3","3","2","3","3","3","3","3","2","2","2","4","1","1","1","1","1","2","6","2","2","1","1","2","1","2","2","2","2"
"41006832","122068901","07040921901","10","A","2","1","4","2","3","3","1","1","1","1","2","2","2","1","1","1","2","2","2","1","2","1","1","1","1","1","2","3","2","2","3","2","2","2","3","1","2","1","1","2","1","1","3","3","3","3","3","3","3","2","2","3","2","3","2","3","2","2","2","2","3","3","3","3","3","3","4","4","2","4","2","1","3","2","1","2","2","1","1","2","2","2","1","2","2"
"41006833","122068905","07040921901","10","B","2","1","4","2","1","3","2","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","1","3","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","Z","4","1","1","1","1","2","2","1","2","2","2","1","2","2","2","2","2","1"
"41006834","122068902","07040921901","10","B","1","1","1","2","4","2","2","1","1","2","2","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","2","3","2","2","3","2","1","2","3","2","2","2","2","1","1","1","2","2","3","2","3","2","2","1","2","3","2","2","2","3","3","2","2","2","2","2","2","2","2","2","3","1","2","4","2","2","2","2","1","2","2","1","1","2","2","2","2","1","2"
"41006835","122068904","07040921901","10","X","2","1","4","2","1","4","2","1","1","1","1","2","2","2","1","1","1","1","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","1","2","2","2","1","1","3","1","1","3","2","2","2","3","2","2","1","2","3","3","2","3","3","3","1","2","2","3","3","3","3","3","3","3","1","2","1","2","2","2","2","6","X","X","X","1","1","X","X","X","X","X"
"41006836","322023230","07040921901","03","A","2","1","2","2","Z","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","3","2","2","2","2","1","1","2","2","2","1","2","1","2","1","3","3","2","2","3","2","2","1","2","3","2","2","2","2","2","2","3","2","3","2","2","3","2","3","2","2","2","2","2","2","2","2","1","1","1","2","2","2","1","1","2","2","1"
"41006837","322023231","07040921901","03","D","1","1","4","2","2","4","1","2","1","1","2","2","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","3","3","3","3","3","3","3","2","2","3","3","2","3","3","3","3","3","1","1","1","1","1","1","1","1","1","1","2","2","2","Z","2","2","2","2"
"41006838","322023232","07040921901","03","D","2","1","1","1","Z","1","1","2","1","2","2","2","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","3","2","2","3","2","2","2","3","1","2","1","1","1","1","1","3","3","3","3","3","3","3","2","2","3","3","3","2","3","3","3","3","2","3","2","2","3","3","3","1","1","2","2","2","2","2","2","1","1","1","2","2","1","2","1","2","2","Z"
"41006899","122010517","07040123002","10","D","2","1","4","2","4","4","1","1","1","1","1","2","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","2","1","1","1","1","1","3","2","3","3","3","2","2","3","2","2","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","4","1","1","1","1","1","2","2","2","2","2","1","2","2","2","2","1","2"
"41006900","122010520","07040123002","10","D","2","3","2","2","1","2","2","1","1","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","2","1","1","3","3","3","3","2","2","2","3","1","3","2","1","1","1","1","3","2","3","3","3","2","2","3","2","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","3","4","2","2","2","2","2","4","2","2","2","2","1","2","2","2","2","2","1"
"41006901","122010516","07040123002","10","D","2","1","4","2","3","2","1","1","1","1","2","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","3","3","3","3","2","2","2","3","1","3","2","1","1","1","1","3","2","3","3","3","2","2","3","2","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","2","4","2","2","2","1","1","2","2","2","2","2","1","2","2","2","1","2","2"
"41006902","122010518","07040123002","10","D","2","1","4","2","1","3","1","1","1","1","1","2","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","3","2","3","3","2","2","2","1","1","3","2","1","1","1","1","3","2","3","3","3","2","2","2","2","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","3","4","2","3","2","2","1","2","2","2","2","2","1","1","2","2","2","2","2"
"41006903","122010519","07040123002","10","D","2","3","1","2","2","1","1","1","1","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","3","3","3","3","2","2","2","3","1","3","2","1","1","1","1","3","3","3","3","3","2","2","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","Z","1","1","2","2","1","4","2","2","2","1","1","2","1","2","2","2","2"
"41006937","322023197","07040321903","03","E","2","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","2","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","2","4","2","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","1"
"41006938","322023198","07040321903","03","A","2","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","X","3","2","3","3","3","2","3","3","2","1","3","3","1","1","1","2","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","3","2","3","2","3","3","3","3","3","4","3","2","1","2","2","2","1","1","2","2","2","2","1","2","2","2","2"
"41006939","322023199","07040321903","03","B","2","1","2","2","3","2","2","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","1","1","1","1","3","2","3","2","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","2","4","2","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","1"
"41007002","122068866","07040323204","10","E","2","1","2","2","1","3","2","1","1","1","1","1","1","1","1","2","2","2","2","2","X","1","1","1","1","1","X","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","4","1","1","1","2","1","2","1","2","2","2","1","2","2","2","2","2","1"
"41007003","122068868","07040323204","10","E","2","1","4","2","2","3","2","1","1","1","1","2","1","1","1","2","2","2","2","2","1","1","1","1","1","1","2","3","2","3","3","3","2","3","3","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","2","3","3","2","3","3","3","3","3","3","3","3","3","4","1","2","2","2","1","4","1","2","2","2","1","2","1","2","2","2","2"
"41007004","122068869","07040323204","10","E","2","1","2","2","4","2","2","1","1","1","1","2","1","1","1","2","2","2","2","2","1","1","1","1","1","1","2","3","2","3","3","3","2","3","3","1","1","2","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","2","3","3","2","3","3","3","2","3","3","3","3","3","4","1","2","1","2","1","2","1","2","2","2","1","2","2","2","2","1","2"
"41007005","122068867","07040323204","10","E","2","1","2","3","3","2","2","1","1","1","1","2","1","1","1","2","2","2","2","2","1","1","1","1","1","1","2","3","2","3","3","3","2","3","3","1","1","2","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","2","3","3","2","3","3","3","3","3","3","3","3","3","4","1","2","1","2","2","2","1","2","2","2","1","2","2","2","1","2","2"
"41007006","122010466","07040121404","10","A","1","3","2","2","2","2","2","2","1","1","1","2","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","3","2","2","2","3","2","2","2","2","2","1","2","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","3","3","3","2","2","2","3","2","2","3","3","3","3","4","1","1","2","2","2","4","1","2","2","2","1","2","1","2","2","2","2"
"41007007","122010467","07040121404","10","A","1","1","2","2","3","2","1","1","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","3","2","3","3","2","2","2","3","2","2","1","2","1","1","1","2","3","3","2","3","3","2","3","2","3","3","2","2","2","2","2","2","3","3","3","2","2","2","2","3","4","2","2","1","2","2","4","2","2","2","1","1","2","1","2","1","2","2"
"41007008","122010468","07040121404","10","A","1","3","1","2","1","1","1","1","1","1","1","2","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","3","2","2","2","3","2","2","2","1","2","1","2","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","3","3","3","2","2","2","3","2","2","3","3","3","3","4","1","1","2","2","2","2","1","2","2","1","1","1","2","2","2","1","2"
"41007009","122010469","07040121404","10","A","1","1","1","2","4","2","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","2","1","1","3","3","2","2","2","2","2","2","2","1","1","3","2","1","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","3","3","3","2","2","1","2","3","3","3","3","4","2","2","2","2","2","5","1","2","2","1","1","2","2","2","2","1","2"
"41007192","522023613","07040121402","05","A","2","1","4","2","5","3","1","1","1","1","1","2","2","1","1","2","2","2","2","1","2","1","1","1","1","1","1","3","3","3","3","2","2","2","3","1","2","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","2","3","3","3","3","3","3","3","2","2","3","3","3","2","3","4","2","1","2","1","1","2","1","2","1","2","2","1","1","1","2","1","1"
"41007193","822008292","07040121402","08","B","2","1","4","2","1","3","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","3","3","3","3","2","1","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","3","3","3","2","3","3","3","3","2","2","3","2","2","3","3","3","3","4","1","4","1","1","2","2","1","2","2","1","1","2","2","2","2","2","1"
"41007194","822008290","07040121402","08","B","2","1","4","2","3","3","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","3","3","3","3","2","1","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","2","2","3","2","3","3","3","3","2","2","3","2","2","2","3","3","3","4","1","1","1","1","1","4","2","2","2","1","1","1","2","2","1","2","2"
"41007195","822008291","07040121402","08","B","2","1","3","3","2","2","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","1","1","1","1","1","1","3","2","3","3","3","3","2","2","2","3","3","2","3","3","3","3","3","2","3","2","2","3","3","3","3","4","1","1","1","1","2","4","1","2","2","1","1","2","1","2","2","2","2"
"41007196","822008289","07040121402","08","B","2","1","4","2","4","3","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","3","3","3","3","2","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","3","2","3","2","3","3","2","3","3","3","3","2","2","3","2","2","3","3","3","3","4","1","1","1","1","1","4","1","2","2","1","1","2","2","2","2","1","2"
"41007257","122010464","07040121302","10","B","2","1","4","2","1","3","1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","3","2","2","3","3","1","1","3","2","3","2","3","1","1","2","2","2","3","2","3","2","3","3","2","3","3","2","3","3","3","3","3","2","2","2","2","3","3","2","3","4","1","1","1","1","1","4","1","2","2","2","1","1","2","2","2","2","2"
"41007258","122010465","07040121302","10","B","2","1","4","2","2","4","1","2","1","1","1","1","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","3","2","3","2","2","1","2","2","1","3","1","1","1","1","1","3","3","3","3","3","1","2","2","2","3","2","2","2","1","3","3","3","3","3","2","2","3","3","3","3","4","2","1","1","1","1","1","2","2","2","1","1","2","1","2","2","2","2"
"41007259","122010462","07040121302","10","B","2","1","4","2","4","3","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","1","1","1","1","1","1","3","3","2","3","3","1","1","3","2","2","2","1","2","1","1","3","2","2","2","3","2","2","2","2","3","2","3","2","3","2","2","2","2","2","1","2","3","3","3","3","4","2","2","2","2","1","2","1","2","2","1","1","2","2","2","2","1","2"
"41007260","122010463","07040121302","10","B","2","1","1","2","3","3","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","2","2","2","3","3","2","2","3","2","2","2","1","1","2","3","3","2","3","3","2","2","2","2","3","3","3","3","3","2","2","3","2","3","2","3","3","3","3","4","2","2","2","2","1","1","2","2","2","1","1","2","2","1","1","2","2"
"41007261","122010461","07040121302","10","B","2","1","3","2","1","4","1","1","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","3","2","3","3","2","2","2","2","2","2","1","1","1","1","1","2","2","3","2","3","2","2","2","2","2","2","3","3","3","3","3","2","2","3","3","2","3","3","3","4","2","2","2","2","1","1","4","1","1","1","X","1","X","X","X","X","X","1"
"41007323","822008288","07040121401","08","F","2","1","3","2","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","3","3","2","3","3","2","2","3","1","2","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","2","2","1","1","1","4","1","2","2","1","1","2","2","2","2","2","1"
"41007324","822008287","07040121401","08","F","2","1","1","2","4","2","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","2","3","3","3","3","2","2","2","3","1","2","1","1","1","1","1","2","3","3","2","3","2","2","2","2","3","3","3","3","3","3","2","2","2","2","1","1","3","3","3","3","4","1","1","1","2","2","2","1","2","2","1","1","2","2","2","2","1","2"
"41007325","822008286","07040121401","08","F","2","2","1","2","2","2","1","1","1","1","2","1","2","1","2","1","1","1","1","1","2","1","1","1","1","1","2","3","3","3","3","2","2","2","3","1","2","1","1","1","1","1","2","3","3","2","3","2","2","2","2","3","3","3","3","3","3","2","2","2","3","2","2","3","3","3","3","4","1","2","1","2","2","4","1","2","2","1","1","2","1","2","2","2","2"
"41007326","822008285","07040121401","08","F","2","1","4","2","3","4","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","3","3","3","3","2","2","2","3","1","2","1","1","1","1","1","2","3","3","3","3","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","1","1","1","1","2","2","2","2","2","1","1","2","2","1","1","2","2"
"41007329","122068719","07040122201","10","D","1","3","2","2","4","2","1","2","1","1","2","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","2","3","2","3","2","3","2","3","3","2","2","1","2","1","1","1","3","3","3","2","3","2","2","3","2","3","2","2","2","3","3","2","2","2","3","2","2","3","3","3","3","3","1","2","1","2","2","2","1","2","2","1","1","2","2","2","2","1","2"
"41007330","122068720","07040122201","10","D","1","1","4","2","2","4","1","2","1","1","2","2","1","2","1","1","1","1","2","1","2","1","1","1","1","2","1","3","2","2","2","3","1","2","2","1","2","1","1","1","1","1","2","2","2","2","3","3","2","3","2","3","2","3","2","3","3","3","2","2","3","3","2","3","3","3","3","4","1","2","2","1","1","4","1","2","2","Z","1","2","1","2","2","2","2"
"41007331","122068717","07040122201","10","D","1","2","2","2","3","2","1","1","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","3","2","2","2","2","2","1","3","2","1","1","1","1","1","1","3","2","3","3","2","2","2","2","2","2","3","3","2","3","3","3","2","2","3","2","2","3","3","2","2","3","1","2","2","2","1","4","1","2","2","1","1","2","2","1","1","2","1"
"41007332","122068718","07040122201","10","D","1","1","1","2","4","2","2","2","1","2","2","2","1","2","2","1","1","2","2","1","1","2","2","1","1","1","1","2","2","1","3","3","2","2","3","2","3","2","2","1","1","1","3","2","3","3","3","2","2","3","3","3","2","3","2","3","3","3","2","3","3","2","2","3","3","2","3","2","1","1","1","1","1","4","1","2","2","1","1","2","2","2","2","1","2"
"41007333","122068716","07040122201","10","D","1","1","1","2","1","1","2","1","1","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","1","1","1","3","2","2","3","3","2","2","3","1","2","1","2","1","1","1","3","3","2","3","2","3","2","3","2","3","3","2","2","3","3","3","2","2","2","1","2","3","3","3","3","2","1","1","2","2","2","2","1","2","2","2","1","2","2","2","2","2","1"
"41007394","822008309","07040121702","08","A","2","3","3","2","4","2","1","1","1","2","2","2","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","3","2","3","3","3","2","3","2","2","2","1","1","1","1","1","2","2","3","2","3","2","2","2","3","3","3","3","3","3","2","3","2","3","2","1","2","3","3","2","4","4","1","4","1","1","1","4","1","2","2","1","1","2","2","2","2","1","2"
"41007395","822008310","07040121702","08","A","1","3","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","3","3","2","2","2","2","2","2","2","1","1","1","3","3","3","3","3","3","3","3","3","2","2","2","2","3","3","3","2","3","3","3","3","3","3","2","3","4","1","1","1","1","1","4","1","2","2","1","1","2","1","2","2","2","2"
"41007396","822008311","07040121702","08","A","2","1","4","2","3","3","2","1","1","1","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","1","1","3","3","2","3","3","1","2","3","1","2","1","1","1","1","1","2","2","2","2","3","1","2","2","3","3","3","3","3","3","3","3","2","3","3","3","2","3","3","3","3","4","2","1","2","1","2","4","1","2","2","1","1","2","2","2","1","2","2"
"41007397","822008312","07040121702","08","A","1","1","4","3","1","4","1","1","1","1","2","2","2","1","1","1","2","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","3","2","3","1","3","1","3","1","1","1","3","3","3","3","2","2","3","2","3","3","3","3","3","Z","2","2","2","3","3","3","2","3","3","2","3","3","4","4","1","1","1","1","1","2","2","1","1","1","2","2","2","2","2"
"41007460","822054168","07040121701","08","A","1","3","1","2","1","2","2","1","1","2","2","2","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","3","2","2","2","3","2","2","2","3","3","2","2","1","1","1","2","3","3","3","3","3","2","2","2","2","3","3","3","3","2","3","3","2","3","2","3","3","3","2","2","4","4","2","1","2","2","2","2","2","2","1","1","2","2","2","2","2","1"
"41007461","822054167","07040121701","08","A","2","2","1","2","3","2","2","1","1","1","2","1","1","1","2","1","2","1","2","1","2","1","1","1","1","1","1","3","3","2","2","2","2","2","2","1","2","1","1","1","1","1","3","2","3","2","3","3","2","2","3","3","3","2","3","3","3","2","2","3","3","2","3","3","3","3","3","3","1","2","2","2","2","2","6","1","2","1","1","2","2","2","1","2","2"
"41007462","822054166","07040121701","08","A","1","3","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","3","2","3","3","3","3","3","3","1","2","3","1","1","1","1","2","2","2","3","3","2","2","2","2","3","2","3","2","2","3","3","2","2","2","2","2","3","3","3","2","2","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","2","2"
"41007463","822054165","07040121701","08","A","1","3","1","2","4","1","2","1","1","1","1","2","1","1","2","2","2","1","2","2","1","1","1","1","1","1","1","3","2","3","3","3","3","3","3","1","2","1","1","1","1","1","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","2","2","3","3","2","3","3","3","3","3","4","1","2","1","1","2","1","1","2","2","1","1","2","2","2","2","1","2"
"41007499","522023646","07040323808","05","A","2","1","4","2","1","3","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","3","2","2","3","3","2","2","2","1","1","2","1","1","1","2","3","3","2","3","3","2","2","2","2","3","3","3","2","3","3","2","2","3","3","2","2","3","3","3","3","4","2","1","1","2","1","2","1","2","1","1","2","2","2","2","2","2","1"
"41007500","522023644","07040323808","05","A","2","1","4","2","3","3","1","1","1","2","2","2","1","2","1","1","1","1","1","2","1","1","1","1","1","1","1","3","2","2","3","3","2","2","2","1","1","2","1","1","1","2","3","3","2","3","3","2","2","2","2","3","3","3","2","3","3","2","2","3","3","2","2","3","3","3","3","4","2","1","1","2","1","2","1","2","1","1","2","2","2","1","2","1","2"
"41007501","522023645","07040323808","05","A","2","1","4","2","2","4","1","1","1","2","2","2","1","2","1","1","1","1","1","2","1","1","1","1","1","1","1","3","2","2","3","3","2","2","2","1","1","2","1","1","1","2","3","3","2","3","3","2","2","2","2","3","3","3","2","3","3","2","2","3","3","2","2","3","3","3","3","4","2","1","1","2","1","2","1","2","1","1","2","2","1","2","2","2","2"
"41007534","122068815","07040322501","10","B","2","1","2","2","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","3","3","1","2","1","1","1","1","1","3","3","3","3","3","2","2","3","3","2","2","3","3","3","3","2","3","3","3","3","3","2","3","2","3","4","1","3","2","3","2","2","1","2","2","2","1","2","2","2","2","2","1"
"41007535","122068814","07040322501","10","B","2","1","3","2","2","4","2","1","1","1","1","1","1","1","1","2","1","1","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","2","3","4","1","1","1","2","1","4","1","2","1","1","1","2","1","2","2","2","2"
"41007536","122068812","07040322501","10","B","2","1","2","2","3","3","1","1","1","1","2","2","2","1","1","1","1","1","1","1","2","1","1","1","1","1","2","3","2","2","2","3","1","2","2","1","2","2","1","1","1","1","2","2","3","3","3","2","2","2","2","2","2","2","2","2","3","2","3","3","2","3","3","3","3","3","2","4","2","2","1","1","1","2","1","2","2","1","1","2","2","2","1","2","2"
"41007537","122068813","07040322501","10","B","2","1","4","2","4","4","2","1","1","1","2","2","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","2","2","2","3","1","2","3","3","3","3","4","2","2","1","1","1","2","1","2","2","2","1","2","2","2","2","1","2"
"41007538","122068811","07040322501","10","B","2","1","2","2","5","3","1","1","1","1","Z","Z","2","1","1","1","1","1","1","1","2","1","1","1","1","1","2","3","2","2","2","3","2","2","2","2","2","1","1","1","1","1","2","3","3","3","3","2","2","3","3","2","2","2","2","3","3","2","2","3","3","2","3","3","3","2","3","4","2","2","1","1","1","2","1","2","2","1","1","2","1","2","1","2","2"
"41007569","322023237","07040922503","03","X","1","1","2","1","3","2","2","1","1","2","2","2","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","2","1","1","1","2","2","2","1","1","2","2","1","1","1","2","2","1"
"41007570","322023236","07040922503","03","X","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","3","2","3","3","3","2","3","3","1","3","1","2","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","2","3","3","2","3","3","3","2","3","3","3","3","3","2","1","1","2","1","2","2","1","1","X","X","X","X","X","X","X","X","1"
"41007571","322023238","07040922503","03","Z","2","1","3","1","1","2","2","2","1","1","2","2","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","3","2","3","3","3","2","3","3","1","3","1","2","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","2","3","3","2","3","3","3","2","3","3","3","3","2","2","2","2","2","1","1","2","1","1","2","2","2","2","2","2","2","2","1"
"41007633","522023659","07040922503","05","B","2","1","3","X","X","3","2","1","1","2","2","1","1","2","1","1","2","2","1","1","1","1","1","1","X","X","X","3","2","3","3","3","2","3","3","2","2","1","1","1","1","1","1","3","3","3","2","2","2","2","3","3","3","1","2","3","3","3","3","3","3","3","2","2","3","X","2","3","1","2","2","1","1","4","1","1","1","2","2","1","1","2","2","2","2"
"41007634","522023660","07040922503","05","B","2","1","3","1","1","3","2","1","1","2","2","1","1","2","1","1","2","2","1","1","1","1","1","1","X","X","X","3","2","3","3","3","2","3","3","2","2","1","1","1","1","1","3","3","3","2","2","2","2","2","3","3","3","1","2","3","3","3","3","3","3","2","2","3","X","X","2","3","1","2","2","1","1","4","1","1","1","2","2","1","1","2","2","2","2"
"41007635","522023661","07040922503","05","B","2","1","2","1","1","2","1","1","1","1","1","2","1","1","1","1","1","1","2","2","2","1","1","1","1","1","2","3","3","3","3","3","2","2","3","1","2","1","1","1","1","1","3","3","2","3","3","2","2","2","2","3","2","3","3","3","3","2","2","2","3","2","3","3","3","2","2","2","2","1","1","1","1","2","2","2","1","2","2","1","2","1","2","2","1"
"41007687","822008352","07040222901","08","A","2","1","3","2","3","3","1","1","1","1","2","1","1","2","1","2","2","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","2","3","2","1","1","1","2","2","3","2","3","2","2","2","2","3","3","3","3","3","2","2","2","3","2","2","1","3","3","3","4","3","1","1","1","2","2","5","1","X","X","1","X","X","X","X","1","X","X"
"41007688","822008351","07040222901","08","A","2","1","4","1","1","4","1","1","1","1","2","1","1","2","1","2","2","1","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","2","3","1","1","1","1","2","3","2","2","3","2","2","2","2","3","3","3","3","2","2","2","2","2","3","2","1","3","3","3","3","3","1","1","1","2","1","5","2","X","X","1","X","1","X","X","X","X","X"
