sq_scan,tq_bar,tq_udise,tq_grade,tq_section,tq_gender,tq_emp,tq_exp,tq_pqua,tq_subj,tq_age,tq_q01,tq_q02,tq_q03,tq_q04,tq_q05,tq_q06,tq_q07,tq_q08,tq_q09,tq_q10,tq_q11,tq_q12,tq_q13,tq_q14,tq_q15,tq_q16,tq_q17,tq_q18,tq_q19,tq_q20,tq_q21,tq_q22,tq_q23,tq_q24,tq_q25,tq_q26,tq_q27,tq_q28,tq_q29,tq_q30,tq_q31,tq_q32,tq_q33,tq_q34,tq_q35,tq_q36,tq_q37,tq_q38,tq_q39,tq_q40,tq_q41,tq_q42,tq_q43,tq_q44,tq_q45,tq_q46,tq_q47,tq_q48,tq_q49,tq_q50,tq_q51,tq_q52,tq_q53,tq_q54,tq_q55,tq_q56,tq_q57,tq_q58,tq_q59,tq_q60,tq_q61,tq_q62,tq_q63,tq_q64,tq_q65,tq_q66,tq_q67,tq_q68,tq_q69,tq_q70a,tq_q70b,tq_q70c,tq_q70d,tq_q71a,tq_q71b,tq_q71c,tq_q71d,tq_q71e,tq_q71f
"41007771","822054301","07040922503","08","X","2","1","3","2","3","3","1","1","1","2","2","2","1","1","1","2","2","2","2","1","1","1","1","1","1","1","2","3","2","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","2","3","3","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","2"
"41007772","822054304","07040922503","08","B","1","1","4","2","2","3","2","1","1","1","2","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","3","3","2","3","3","2","2","3","1","3","1","2","2","1","1","3","3","3","3","3","3","3","2","2","2","2","1","3","3","2","3","2","3","3","3","3","3","3","3","3","3","1","1","1","1","1","2","1","2","2","1","1","2","1","2","2","2","2"
"41007773","822054303","07040922503","08","B","2","1","4","2","1","4","2","1","1","2","2","2","2","1","1","1","1","1","2","2","2","1","1","1","1","1","1","3","3","3","3","3","2","2","2","1","1","1","1","1","1","1","2","3","3","3","3","3","2","2","2","3","3","3","3","3","3","2","2","2","3","2","3","3","3","2","3","4","1","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","1"
"41007774","822054302","07040922503","08","B","2","3","1","2","4","1","1","1","1","2","2","2","2","1","1","1","1","2","2","2","1","1","1","1","1","1","2","3","2","3","3","2","2","2","3","1","2","1","1","1","1","1","3","3","3","3","3","2","2","2","3","3","3","3","2","3","3","2","2","2","3","3","3","3","2","2","3","1","1","2","1","1","2","2","1","2","2","1","2","2","2","2","2","1","2"
"41007805","122068910","07040922503","10","D","1","1","4","2","2","3","2","1","1","1","2","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","3","3","2","3","3","2","2","3","1","3","1","2","2","1","1","3","3","3","3","3","3","3","2","2","2","2","1","3","3","2","3","2","3","3","3","3","3","3","3","3","3","1","1","1","1","1","2","1","2","2","1","1","2","1","2","2","2","2"
"41007806","122068907","07040922503","10","D","2","1","4","2","4","4","2","2","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","3","3","2","3","3","2","2","3","2","2","1","2","1","1","1","3","3","3","3","3","2","2","2","2","3","2","2","2","3","3","2","2","2","3","3","Z","3","3","3","3","1","1","2","1","1","2","2","1","X","X","X","1","X","X","X","X","1","X"
"41007807","122068908","07040922503","10","D","2","1","4","2","1","4","2","1","1","2","2","2","2","1","1","1","1","1","2","2","2","1","1","1","1","1","1","3","3","3","3","3","2","2","2","1","1","1","1","1","1","1","2","3","3","3","3","3","2","2","2","3","3","3","3","3","3","2","2","2","3","2","3","3","3","2","3","4","1","2","2","2","2","2","1","2","2","X","Z","2","2","2","2","2","Z"
"41007808","122068909","07040922503","10","D","2","1","4","2","3","4","2","1","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","1","1","1","1","1","1","1","2","3","3","3","3","3","2","2","2","3","3","3","3","3","3","2","2","2","3","3","3","3","3","2","3","4","1","2","2","2","2","2","1","2","2","1","1","2","2","2","1","2","2"
"41007809","122068906","07040922503","10","B","2","1","3","2","3","3","1","1","1","2","2","2","1","1","1","2","2","2","2","1","1","1","1","1","1","1","2","3","2","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","2","3","3","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","2"
"41008111","522023664","07040922504","05","C","2","1","4","2","1","3","2","2","1","1","2","2","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","2","1","2","1","1","1","2","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","2","3","2","2","3","3","3","3","2","Z","1","2","1","1","2","4","1","1","1","2","2","2","2","2","2","2","1"
"41008112","522023662","07040922504","05","X","1","1","2","1","2","2","2","2","1","2","2","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","2","2","1","1","1","1","2","3","1","1","1","2","2","2","1","2","2","2","2"
"41008113","522023663","07040922504","05","A","1","1","3","1","3","3","2","1","1","1","2","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","2","1","1","2","1","1","1","3","3","3","3","3","3","2","2","3","3","3","3","3","3","3","3","3","3","2","2","3","3","3","3","3","3","1","2","1","1","2","3","1","1","1","2","2","2","1","1","2","1","2"
"41008114","322023240","07040922504","03","A","2","1","2","2","1","2","2","2","1","1","2","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","2","1","1","1","1","1","3","3","3","2","2","1","2","2","2","3","3","3","2","3","3","2","2","3","3","2","2","3","3","2","3","1","2","2","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1"
"41008115","322023241","07040922504","03","C","2","1","2","1","3","2","2","2","1","2","2","2","2","1","1","1","1","2","2","2","2","1","1","1","1","1","2","3","3","3","3","3","3","3","3","1","2","1","1","1","1","1","3","3","3","3","3","3","2","2","2","2","3","3","3","3","3","2","2","2","3","2","3","3","3","3","4","2","2","1","2","1","2","2","2","1","X","X","X","1","X","1","X","X","X"
"41008116","322023239","07040922504","03","B","2","1","3","2","2","3","2","2","1","1","1","2","1","1","1","1","2","2","2","1","1","1","1","1","1","1","2","3","3","3","3","2","2","2","3","1","2","2","2","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","Z","1","1","1","1","1","2","1","1","1","2","2","2","1","1","2","2","1"
"41008117","822054307","07040922504","08","B","2","1","1","3","1","2","2","1","1","1","2","2","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","3","Z","2","Z","Z","2","2","3","1","2","1","1","1","1","1","3","3","3","3","3","3","2","2","2","2","3","3","2","3","3","3","2","2","3","2","3","3","3","3","4","1","1","2","2","2","1","2","1","2","2","1","1","2","2","2","2","2","1"
"41008118","822054308","07040922504","08","B","2","1","1","2","3","2","2","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","1","1","1","3","2","2","2","2","2","2","3","1","3","1","1","1","1","1","3","3","3","3","3","2","2","1","2","Z","3","3","3","3","3","3","2","2","2","3","3","3","3","3","3","1","2","2","1","1","1","4","1","2","2","Z","1","Z","2","2","1","2","2"
"41008119","822054306","07040922504","08","B","2","1","3","2","4","2","2","1","1","1","2","2","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","3","3","2","3","2","1","2","3","2","2","1","2","1","1","1","2","3","3","3","3","2","2","2","3","2","3","3","3","3","3","2","2","2","3","1","2","3","3","2","3","3","2","2","1","2","2","2","1","2","2","1","2","2","2","2","2","1","2"
"41008120","822054305","07040922504","08","B","2","1","2","2","2","2","2","1","1","1","2","2","1","1","1","1","1","1","1","1","Z","1","2","2","X","X","X","3","2","Z","2","2","2","2","3","1","X","1","2","1","1","1","2","3","Z","2","3","2","2","2","2","3","2","2","3","3","2","1","2","2","2","3","2","3","3","2","3","1","2","1","2","1","1","4","1","2","2","1","1","2","1","2","2","2","2"
"41008121","122068913","07040922504","10","Z","2","1","4","2","1","4","1","1","1","1","2","2","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","3","3","3","3","2","2","2","3","2","2","1","1","1","1","2","3","3","3","3","3","3","2","2","2","2","3","3","2","3","3","3","2","2","3","2","3","3","3","3","3","1","1","2","2","2","1","2","1","2","2","1","1","Z","2","2","2","2","1"
"41008122","122068915","07040922504","10","Z","2","X","4","2","1","4","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","3","2","2","1","1","1","3","3","2","3","2","3","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","1","1","1","3","1","2","6","2","2","1","1","1","2","2","2","2","2"
"41008123","122068911","07040922504","10","I","1","1","3","2","X","3","1","1","1","2","2","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","3","3","3","3","2","2","2","2","1","2","2","1","1","1","1","3","2","3","3","3","2","2","2","3","2","2","3","2","3","2","3","2","3","3","2","2","3","3","3","2","4","2","1","2","2","1","4","2","X","X","1","Z","X","1","X","X","X","X"
"41008124","122068912","07040922504","10","A","2","1","3","2","3","3","2","1","1","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","3","2","2","2","2","2","2","3","1","3","1","1","1","1","1","3","3","3","3","3","1","2","1","2","3","2","1","1","3","2","2","2","3","2","2","3","3","3","3","3","1","3","2","Z","1","1","2","2","2","2","1","1","2","2","2","1","2","2"
"41008125","122068914","07040922504","10","Z","2","1","2","2","4","2","2","1","1","2","2","2","2","2","1","1","2","2","2","1","2","1","1","1","1","1","1","3","3","3","3","3","3","3","3","1","2","1","1","1","1","1","3","3","3","2","3","3","2","2","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","2","1","1","1","2","1","2","2","1","1","2","2","2","2","1","2"
"41008151","322003851","07040123402","03","A","1","1","1","1","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Z","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","2","2","1","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","2","2","3","2","2","3","3","3","2","2","1","1","1","3","2","2","1","1","X","X","X","X","X","1","X","X","X"
"41008152","322003850","07040123402","03","A","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","2","2","1","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","2","2","3","2","2","3","3","3","2","2","1","1","1","3","2","2","1","1","X","X","X","1","X","X","X","X","X"
"41008153","322003852","07040123402","03","A","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","2","2","1","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","2","2","3","2","3","3","3","3","2","2","1","1","1","3","2","2","1","1","1","X","X","X","1","X","X","X","X"
"41008275","322003872","07040422101","03","B","1","1","3","2","5","3","1","2","1","1","2","2","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","3","2","2","2","3","2","2","3","2","2","2","2","1","1","1","3","2","2","3","3","2","2","2","2","3","3","3","3","3","3","3","2","2","3","2","3","3","3","3","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","1","1","1","1"
"41008276","322003873","07040422101","03","A","2","3","2","2","5","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","2","1","1","1","1","1","1","3","2","2","2","3","3","3","3","2","2","1","2","1","1","1","3","2","2","3","3","2","2","2","2","3","3","3","3","3","3","3","2","2","3","2","3","3","3","3","3","2","4","1","1","1","2","2","2","1","2","2","2","1","1","1","1","1","1"
"41008338","322003869","07040421801","03","B","2","1","4","1","5","3","1","1","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","3","1","3","3","3","2","2","X","2","2","2","2","1","1","1","2","3","3","3","3","3","2","3","2","3","2","2","2","3","3","3","2","3","3","2","3","3","3","3","2","2","2","1","1","1","1","2","1","1","2","2","2","2","1","1","1","1","1"
"41008339","322003868","07040421801","03","X","2","1","4","2","5","3","1","1","X","1","2","X","2","1","X","2","2","1","X","2","2","1","1","X","1","1","1","3","3","X","X","3","2","2","X","2","2","2","3","1","X","1","2","3","2","2","3","1","X","1","1","3","3","3","3","X","X","2","2","3","3","2","3","3","3","3","3","2","1","1","2","3","1","2","1","1","2","2","2","2","1","1","1","2","1"
"41008340","322003870","07040421801","03","X","2","1","4","2","5","3","X","1","1","1","2","2","2","X","2","2","X","X","X","X","2","1","X","X","X","X","X","3","3","3","3","3","2","2","2","X","2","2","X","1","X","1","2","X","X","2","3","1","2","1","1","3","3","3","X","X","X","2","X","3","3","2","3","X","X","X","3","2","1","1","1","2","2","2","1","1","X","2","2","2","1","1","1","2","1"
"41008401","522003845","07040421402","05","A","2","1","4","1","5","4","1","1","1","1","2","1","1","1","1","X","2","1","2","2","1","1","1","1","1","1","1","3","3","3","3","3","1","2","2","1","2","2","2","2","1","2","3","3","2","3","3","2","2","3","2","3","2","3","2","3","3","2","2","2","2","2","2","3","3","3","3","3","2","2","2","2","2","2","1","2","1","2","2","1","1","1","1","1","1"
"41008402","522003844","07040421402","05","E","2","1","2","1","5","2","1","1","1","1","1","2","1","1","1","1","2","1","1","2","2","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","2","1","3","2","1","1","3","3","3","3","3","2","2","3","2","3","3","2","2","3","3","2","2","2","3","2","2","3","3","3","2","3","1","2","2","2","1","2","1","2","1","2","2","1","1","1","1","1","1"
"41008405","322003863","07040421007","03","B","2","1","3","1","5","2","1","1","1","1","2","1","2","1","1","1","2","2","2","1","2","1","1","1","1","1","1","3","3","3","3","3","2","2","2","1","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","3","2","3","3","3","3","3","2","2","3","2","2","3","3","3","3","3","2","2","2","1","1","4","2","1","2","2","2","2","1","1","1","1","1"
"41008406","322003862","07040421007","03","B","2","1","3","1","5","2","1","1","1","1","2","1","2","1","1","1","2","2","2","1","2","1","1","1","1","1","1","3","3","3","3","3","2","2","2","1","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","3","2","3","3","3","3","3","2","2","3","2","2","3","3","3","3","3","2","2","2","1","1","4","2","1","2","2","2","2","1","1","1","1","1"
"41008407","322003864","07040421007","03","B","2","1","3","1","5","2","1","1","1","1","2","1","2","1","1","1","2","2","2","1","2","1","1","1","1","1","1","3","3","3","3","3","2","2","2","1","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","3","2","3","3","3","3","3","2","2","3","2","2","3","3","3","3","3","2","2","2","1","1","4","2","1","2","2","2","2","1","1","1","1","1"
"41008465","322023215","07040323810","03","A","2","1","1","2","2","3","2","1","1","2","X","X","X","X","1","1","1","1","2","2","1","1","1","1","1","1","1","3","2","2","3","3","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","3","3","2","2","3","3","3","3","3","3","2","2","2","3","2","3","3","3","2","3","2","2","2","1","1","2","2","1","1","X","X","X","X","1","X","X","X","X"
"41008466","322023216","07040323810","03","A","2","1","4","2","3","4","2","1","1","1","Z","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","3","2","2","3","3","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","3","3","2","2","3","3","3","3","3","3","2","2","2","3","2","3","3","3","2","3","2","2","1","1","1","2","2","1","1","X","X","X","X","X","1","X","X","X"
"41008467","322023217","07040323810","03","A","2","1","2","2","1","3","2","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","3","2","2","3","3","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","3","3","2","2","3","3","3","3","3","3","2","2","2","3","1","3","3","3","2","3","2","2","2","1","1","2","2","1","1","X","X","X","1","X","X","X","X","X"
"41008468","122068891","07040323810","10","B","2","1","4","2","1","4","2","1","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","2","3","3","3","3","2","2","3","3","3","3","3","3","3","2","4","1","1","1","1","1","2","1","2","2","2","1","2","2","2","2","2","1"
"41008469","122068892","07040323810","10","B","2","1","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","2","2","3","3","2","2","2","2","3","3","3","3","3","3","3","4","1","1","1","1","1","4","1","2","2","2","1","2","1","2","2","2","2"
"41008470","122068893","07040323810","10","B","2","1","2","2","3","3","2","1","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","2","2","3","3","2","2","2","2","3","3","3","3","3","3","3","4","1","1","1","1","1","2","1","2","2","2","1","2","2","2","1","2","2"
"41008471","122068894","07040323810","10","B","2","1","2","2","4","2","2","1","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","2","3","3","3","3","2","2","2","3","3","3","3","3","3","Z","4","1","1","1","1","1","2","1","2","2","2","1","2","2","2","2","1","2"
"41008472","122068895","07040323810","10","B","2","1","3","2","1","2","2","1","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","3","2","3","X","3","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","2","3","3","3","2","2","2","2","3","3","3","3","3","3","3","4","1","1","1","1","1","2","1","2","2","2","1","1","2","2","2","2","2"
"41008614","822054241","07040322601","08","A","2","3","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","2","2","2","1","1","1","1","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","2","1","1","1","1","1","2","1","2","2","1","2","2","1","2","2","2","2"
